Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Colombia,COL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.75743288,13.82979718,12.22731175,12.35039437,12.65162081,9.709363841,14.34672853,10.34152229,12.81127062,13.00927252,14.55471198,16.01683281,12.79810563,12.66408949,15.63042831,14.01157222,13.89501569,13.19876709,13.79854797,13.44513075,15.59700595,15.41815427,15.19093837,13.24030323,12.46395774,12.5253253,11.99338947,12.91588059,13.85663438,13.81905844,15.91514135,14.43537919,17.09303665,20.99297616,20.91917562,20.96348743,20.84464548,20.75552435,20.90157222,17.80270056,16.75194575,18.51397603,18.16706954,19.94088381,19.09267551,20.45165376,21.91276821,20.66575497,21.05805428,18.73163282,17.92375841,20.19391848,20.02394574,19.90020908,20.85271653,22.71055261,21.48551371,20.13762519,20.66797778,22.20068814,
Comoros,COM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,26.91973147,26.92019343,26.92091423,26.9213914,26.92059873,26.92094455,26.92088905,26.92087778,26.9207587,26.92113501,26.92057793,26.92092308,26.92085309,26.92103745,26.92122489,26.9208337,26.92135571,26.9207384,26.92098658,26.92120402,26.92116449,26.92096808,26.92094232,26.92082925,26.92103594,26.92112825,26.92109523,24.18083725,27.99717913,28.58498365,29.91123233,30.04458014,31.8645497,30.19490806,29.55935102,27.66875376,26.45998414,28.26304247,29.84654492,,
Cabo Verde,CPV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,66.97581383,70.69524976,79.18849144,77.80882119,77.70039912,79.18280638,75.44266185,65.73357786,59.4939626,62.21234741,68.81961456,64.38989577,66.65688238,47.04560093,56.5171425,60.37859869,55.2908103,58.53761985,59.08526088,59.99307434,60.51338982,62.35430961,68.54474558,67.40402964,69.56299692,66.5664794,72.68449197,66.20682867,63.08841119,56.95978354,61.76802794,64.32991022,59.84533757,54.84664594,60.68530006,59.15864667,59.96217272,67.38035354,68.04360937,65.3501024,
Costa Rica,CRI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.07585904,25.05717491,26.04970488,27.12825015,28.56825802,33.1882381,30.77371657,31.21992207,32.45557634,31.95232734,34.57889599,37.10522785,36.60507802,36.8731792,48.12079608,38.54777881,34.91071601,36.33477341,36.03145066,37.19335821,36.81902092,48.17618039,42.16487168,36.7828696,33.97153197,32.47613427,30.49522,35.76648647,35.81117324,38.73180458,41.09489586,38.1782784,40.98413581,43.52206952,42.33129546,41.88070967,44.27315487,46.23330944,48.31119116,45.16846727,43.78156897,40.50342688,41.37414634,42.84389991,43.23849858,45.97004977,46.73262083,46.11585145,47.88861412,35.33774801,35.04561836,36.59448592,35.97496794,34.28535714,34.79054306,31.69335592,31.83202273,33.0505052,33.21550813,32.34597479,
Caribbean small states,CSS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,44.18117869,44.18288979,44.18319227,44.17768675,44.17194481,44.19018036,44.19144587,44.18470397,44.15015721,44.14323653,44.28135525,44.19777504,44.1509963,43.97742526,44.10863155,44.97195013,43.77987037,43.9171025,43.10957047,44.76466329,40.87544801,29.06493683,18.22860037,15.72162023,14.53618291,15.90690576,17.31197254,17.83023096,18.25201876,17.33145317,16.9459585,16.1266192,13.20224468,13.63519882,15.28963694,18.34333098,18.47455956,17.6312498,24.34961509,15.45425258,17.72167641,21.85679084,20.35520433,20.22346658,17.19028963,14.46639046,12.28630842,11.67669926,12.59310359,,
Curacao,CUW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.41517482,81.16485859,85.19568041,97.27278354,84.01832772,88.3926786,96.31067744,99.9507196,88.79646972,85.32873558,,,,,,
Cayman Islands,CYM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,56.69259635,62.62354908,67.76175102,62.92201839,63.76627067,63.06720982,63.3219216,64.24041496,63.97466377,67.1003386,58.83146511,48.42276167,50.26963306,53.50468391,59.87415974,57.107644,57.0942541,60.64004708,47.92500107,48.08666769,67.62724672,70.64128963,70.57735073,66.2122626,64.28286274,67.53209845,63.64022395,61.2360305,56.24252255,57.01380629,56.22496257,56.37059908,58.01605326,62.84411604,54.0687199,58.72133059,57.321886,57.22534135,59.77984844,65.1694985,67.70132498,69.04962848,73.38954144,72.27945666,71.51789132,
Czech Republic,CZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.72912754,33.0100951,38.84918653,39.00896357,38.42778125,43.49537047,43.17642116,44.61269448,42.48009098,43.34091295,50.04082974,50.28203382,46.4018341,48.10787288,56.5278908,59.83330122,62.44620385,63.96393652,61.06246414,54.80846904,62.93755603,67.47782153,71.36738432,71.10722261,76.18126431,75.05056266,71.83905587,72.20279807,72.07315937,69.39076909,
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,16.58220098,16.28357594,16.17963273,16.34794902,18.71593469,18.79620537,20.2984315,20.12400326,19.5438494,21.39995013,23.23284683,24.04828743,23.51785524,23.28416627,24.51708736,24.97634646,21.65749111,21.00643726,21.43643523,22.91629819,23.02775105,24.15247824,22.69614467,20.26329467,20.9471728,21.58739793,22.14559327,24.28238534,25.17806614,26.4066172,30.67834943,30.21813177,28.3423107,29.03760677,30.51283525,32.85914059,36.01682124,36.5516593,37.72561447,33.10880596,37.30315083,40.14898499,40.20693474,39.66019884,39.00083008,39.28655114,38.65996618,40.29596393,41.25473557,41.13049857,
Djibouti,DJI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4582142,140.9935517,122.6445659,109.3674598,156.5003826,139.0382049,143.5530089,
Dominica,DMA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,48.36224058,51.27986305,73.24234413,75.13764739,63.46701607,55.97282198,49.0622951,56.28993525,49.46250532,49.10158701,51.03090513,57.79387193,64.95681654,66.49902829,57.47937132,53.50203249,49.8050683,51.17717591,52.56406486,49.64315773,57.04885201,53.40568354,54.43487369,54.90100692,48.72028712,46.88978877,45.82920685,47.41610566,53.8897905,50.96446211,56.08574311,62.70804579,54.07478391,55.80810452,55.084205,53.75665872,52.00844359,50.84106767,60.95445859,56.3211554,59.62516031,80.06909326,88.22088002,
Denmark,DNK,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,29.61402948,28.8088085,28.35609779,28.79330527,29.98370402,28.84984437,26.8147474,29.86675404,34.00487775,30.32997196,32.76955831,31.92494475,29.63456783,31.61488493,32.95309552,34.66895626,34.96503376,33.71173238,34.61588367,35.6561485,32.4981645,29.64906644,30.13956653,31.62491498,30.86704016,31.46404995,30.04758642,29.03871562,30.92859443,31.90264574,31.40388239,33.40560135,34.1125582,33.34876127,38.13668549,38.41408192,38.85249562,37.04329853,38.27933031,41.94761534,46.63668918,48.58531613,50.65243249,42.62896583,43.57704925,47.42564656,48.61047632,48.2213221,47.65077721,48.63005434,46.74284836,48.14223538,49.59451672,49.13459944,
Dominican Republic,DOM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.81321482,16.34306181,24.18395826,25.97789392,28.03237403,20.26798784,25.33794085,25.0096637,26.64257251,26.11133685,27.92966611,27.70569697,24.64323035,26.97417264,34.97255358,32.23510641,29.17573605,28.27745024,29.46607807,31.767482,34.06918522,29.00167299,24.63505818,24.36304362,30.01007426,30.83409545,26.4865444,32.53097716,36.87080714,38.80100488,38.58770577,22.91110251,43.66105123,41.61356437,40.94936835,38.67123776,37.75578114,39.01094963,41.60141843,41.32165117,43.80256795,38.61994772,37.99927275,42.29650503,40.2039463,33.32242058,35.54156637,35.18520867,37.4853166,29.5813545,33.32418387,34.80269059,33.80549602,31.51459739,30.34503269,28.40949542,27.67659173,26.54294008,28.50453508,29.2875093,
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,67.14363171,67.50377104,20.81864668,36.82551514,29.43976253,25.83307835,24.653572,21.63176932,24.18725436,28.07075808,29.15266841,27.66377753,25.7268683,31.58976353,35.48977562,42.96559919,37.11867296,41.7403173,40.16873217,32.86574908,30.33846169,30.87774286,28.99807495,25.80231124,27.46636751,26.74218774,23.17195323,18.41210974,22.6037194,28.51405637,24.9370286,23.59976454,23.86948996,23.13893637,26.05371254,28.99622923,23.94469955,21.33760013,22.51609655,22.78117473,20.78866954,22.01457229,25.63014062,23.87670398,25.64765575,24.07431896,21.91966124,24.86929188,28.71048652,35.95204655,31.42282931,28.6846254,28.51440804,30.40083134,31.92674928,36.52372148,35.05304146,33.21812906,32.34102206,29.47462331,
East Asia & Pacific (excluding high income),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.087344055,6.599050023,5.69828936,5.974433033,6.309649976,5.868858553,7.214054464,6.734420711,6.598231463,5.955361748,6.318636617,6.005580162,6.415326085,7.455687861,9.778017182,9.24404652,8.520994913,8.386037588,9.262756576,10.56427891,11.29684087,12.4473953,13.2509483,13.32648179,13.39919045,15.33883091,14.30769446,15.68502049,18.80403991,17.77841853,16.60117932,17.50632668,19.71412647,23.62354609,22.65728326,22.70993417,22.2290104,22.18502159,22.38415242,22.10083753,25.17833563,24.80507949,25.84508763,29.28764537,33.08797083,33.21031816,32.67253237,31.09761768,30.01314484,24.71075634,27.78311286,28.60444536,27.49407713,26.8800963,26.13076671,23.14081577,22.25963967,23.17120964,23.90552197,22.31866248,
Early-demographic dividend,EAR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.2673099,13.01103397,11.53512214,12.1095453,12.4236775,11.51337314,13.0230147,12.52230639,13.12182498,12.88031593,13.8124817,13.81596055,13.72443875,14.76884969,16.5037338,18.53202798,17.92956725,18.88042763,19.31354668,18.86585684,20.2103288,20.66574709,19.96646406,19.61382842,18.91732546,17.92917936,17.19986341,17.82611099,19.44176105,20.11120384,20.32130405,21.13040561,21.79751968,21.13481201,20.74958531,22.61994115,23.19497232,24.01761273,24.4629761,22.3382865,23.14201066,22.89855002,23.44169111,23.62404425,26.19837574,27.30879727,27.60124943,28.31352291,30.0161576,26.91949651,27.37249618,28.96529321,29.52034603,29.21072782,28.92735565,27.76606502,26.52966249,27.62283332,29.12638832,27.50665637,
East Asia & Pacific,EAS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,12.79995705,12.56373131,12.04274801,13.75376768,17.71209749,16.31164888,15.91354683,15.50465672,15.53004665,17.8898901,19.69923969,19.9156748,19.60931236,18.61815749,18.54600984,18.7234056,17.08502363,17.99435936,19.9256618,19.57950515,19.25559718,19.16944285,19.83802097,21.38731508,21.16142012,22.12067222,22.15194462,22.26562219,21.95919151,21.77109959,24.46773842,23.99364346,24.40370788,26.6870916,29.66504228,30.51533381,31.40677026,31.03525653,32.44028021,26.60527691,29.56893413,31.33811846,31.03306262,31.11797241,30.90372037,27.63220691,25.69005924,26.87005979,27.94602523,,
Europe & Central Asia (excluding high income),ECA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38129022,20.21819221,16.72900304,40.37613222,31.07721549,27.92870985,29.53485402,28.28238035,29.41479757,27.57668032,28.24620662,28.97063397,29.07077489,29.19013473,29.59294816,29.77958227,28.35001803,28.42383812,28.92231032,29.61091471,26.36751063,27.27309394,28.71377834,28.58553651,27.88654336,27.7063751,27.41232858,27.49377115,28.82005787,29.16214162,28.93362835,
Europe & Central Asia,ECS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,20.82139877,20.48970687,20.35311096,22.08005419,26.47709319,23.71527225,25.39773012,25.32645662,23.79400003,25.45449436,27.07079179,27.58670946,27.44886658,27.18988435,28.55751828,28.63683458,25.44416997,25.32640348,25.8159326,26.81162255,26.22309545,25.36070969,28.09343843,26.15695963,26.70472045,27.77733657,27.96872305,29.50342993,29.87333169,30.41551355,33.64063189,33.13639099,31.86514186,31.59799722,32.69091939,34.01765653,35.99763336,36.56336915,37.43466257,32.90567456,36.23979665,38.590342,38.6502171,38.27654346,38.19521219,38.34295608,38.17827801,39.71505253,40.44172922,40.48595512,
Ecuador,ECU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,10.36407199,10.15166537,10.79438963,9.956975442,10.14445815,10.29048109,11.1143692,12.03159257,13.91820741,12.10235721,13.0100254,16.69010861,15.55007756,16.65959706,18.75231955,19.3341564,17.97826833,18.13933341,18.56384611,18.17150327,17.8769831,15.29742785,17.75645447,15.31640238,15.68188013,16.03593842,17.48120101,22.36463579,23.65645047,24.82993222,21.83054027,21.5220564,20.67280351,23.13537759,23.49792943,24.62436736,21.942418,23.48226011,25.50315708,22.82370916,27.33716401,27.52231007,27.88417576,24.64323064,26.11089177,28.4816556,29.37670842,30.65537045,33.89330782,26.85574109,32.40828274,33.36903909,31.58630314,30.96786776,29.65631484,23.98565577,19.01654907,21.5889035,23.75744696,23.34987362,
"Egypt, Arab Rep.",EGY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.82550519,19.74188602,19.51847087,23.58692667,24.87423687,20.1324211,20.48419417,19.11393404,17.46356833,16.53306613,17.09457771,17.78297835,17.37510773,18.16112084,31.29741777,35.54630083,27.91814575,31.36579008,33.93621159,42.97152461,42.86839928,43.49814111,37.86872105,34.21052632,31.96202532,27.88203753,22.22222222,22.7184466,35.22727273,32.33766234,32.56784969,35.37777778,30.91301222,30.09020619,28.05714286,27.69607843,26.19877942,24.89657766,25.71329158,23.30949285,22.81681858,22.33063842,22.67088942,24.38323353,29.58994436,32.60909935,31.56872268,34.82814178,38.63763261,31.59662253,26.58710426,24.68820655,24.31480265,23.35519243,22.67605634,21.66209747,19.90108511,29.30835735,29.36629558,,
Euro area,EMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,19.7815128,19.47453863,19.47015015,20.77487167,24.76607953,22.40901044,24.12101242,23.90365522,22.85053989,24.75605874,26.87647342,27.83876428,27.48612989,26.89156122,28.07415063,28.22994888,24.43430166,24.49205089,25.14991713,26.71356384,26.45285126,26.46800887,25.86012878,24.41806372,25.61996735,27.04758226,27.27999251,29.07201193,29.85072397,30.55841066,34.68733801,33.93997966,32.25210926,31.78150305,33.0925308,34.93099627,37.19132891,37.985292,38.70143205,33.31083796,37.39946558,40.07962952,40.2559249,39.74092855,39.9611266,40.41008454,39.77222384,41.47717029,42.3131231,42.33930383,
Eritrea,ERI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95358302,71.50331072,82.86211529,82.93460925,87.38374994,85.79995387,80.09308209,86.72482863,58.21074133,61.2556706,64.80898282,67.56549646,59.79550787,54.9403177,38.36133666,28.78770695,26.1321934,23.44351776,31.09308886,29.23895286,,,,,,,,,
Spain,ESP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,13.69091883,12.88091608,13.84165678,14.78560131,18.51084642,16.71015358,17.51062993,15.91174365,13.84567445,14.1318433,17.26981437,19.09673759,19.55131592,20.6932057,20.23837082,20.00188505,17.15001644,18.59511705,19.41069482,20.78180605,19.88593521,19.71782145,19.79029316,19.24100647,21.33334335,22.94827481,23.21285847,25.49646811,26.55950704,28.28495794,31.51897581,30.1355363,28.54518432,27.83478298,29.11219787,29.78302854,30.93583231,31.76286494,30.35940087,23.93318015,26.97656121,29.25820883,29.39009736,29.03372183,30.38304213,30.58612274,29.89253394,31.59918683,32.40303346,32.04682129,
Estonia,EST,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.10327196,79.16626025,73.26987846,71.78593033,80.77412081,83.32377398,74.18416999,64.78289497,65.15701872,65.32260049,65.59051521,68.90746033,70.54612054,73.4219547,71.4003102,70.2113556,55.58588182,68.07658532,80.07011188,83.9241984,81.35718412,77.86429076,72.96816003,73.54424386,71.85742861,70.74379354,68.58120427,
Ethiopia,ETH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.54608221,31.63060598,28.98771352,29.09946424,30.29281055,27.0869723,23.47426268,22.82669908,20.82587382,
European Union,EUU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,20.12051222,19.7561508,19.6863722,21.05044659,25.17379818,22.71802146,24.41779708,24.1842837,23.07859342,25.05483148,27.10248509,28.0294189,27.79647186,27.24788044,28.35465191,28.57382845,24.81613813,24.82868955,25.46635678,27.00742463,26.69682545,26.63489226,26.33112113,25.00571922,26.20873048,27.48270494,27.83602099,29.74069199,30.54794145,31.23125115,35.30681396,34.57438475,32.99695081,32.6951309,34.12146899,35.9315505,38.37820275,39.29524345,40.03723964,34.48693422,38.49314575,41.19651582,41.4373148,40.87524303,41.26044248,41.66930816,41.05339106,42.74591491,43.66526893,43.57437024,
Fragile and conflict affected situations,FCS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,17.92959142,19.31025353,18.96612775,20.00281833,21.82377847,28.11476563,28.50359906,31.49806516,30.59909997,26.95256665,26.08607483,28.3008686,28.7804574,17.34152996,17.60786137,17.52216993,17.38629533,19.33877764,19.8521118,21.51121396,20.0166881,21.7652903,22.65162714,21.94955139,20.46580861,21.03407162,21.36243261,27.40840377,28.79660648,26.0049069,22.92360718,26.95124955,26.38360398,30.18110226,28.22806991,28.23187598,26.20950594,27.10438836,25.27695959,26.96454049,26.65199148,27.14841968,26.88206182,31.54894292,33.73465395,,,,,,
Finland,FIN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,25.55131154,24.87434965,24.13719549,24.90348096,29.53400976,28.19896424,25.7210502,25.53868444,24.76561553,28.53495186,32.12407523,30.30971708,28.70125926,28.71502764,27.11372989,27.31908318,24.33605028,24.48018194,24.25217992,24.85126498,23.69529129,22.2188978,24.69745937,26.78396416,28.39259937,28.30876011,29.40254499,30.44392502,29.52836297,28.63547543,32.86378095,30.51276378,30.16445995,30.73496366,32.34482672,36.30584078,38.90929282,39.03149589,41.28432811,34.04237759,37.05000983,39.67918868,40.36222188,39.07625746,37.63128513,35.97558956,36.08804789,37.56090438,39.59391555,39.49008239,
Fiji,FJI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.37989495,12.2639094,11.96007451,12.23155783,12.91074836,12.38517704,12.9898824,13.11742699,13.38922842,14.69572647,15.43779535,15.52727688,15.84732278,16.88125017,21.72548682,17.85853584,20.26469855,20.40240281,19.19567431,20.31767158,22.52008766,23.4410816,23.85369009,22.70350124,23.70634909,23.69217449,20.50452003,20.69538764,21.02549137,22.3436273,21.76032181,21.64879707,20.66105326,19.11254431,20.16591701,21.02320252,21.27367508,22.51030147,23.38027481,23.68438521,27.26627147,26.69347289,25.5409745,24.68586455,25.45617156,26.94765573,28.16836936,28.56749907,29.27769803,25.62690364,28.07949124,30.36923895,30.49903198,30.39931721,30.81211202,31.15907156,30.8526052,32.01321411,32.76003977,32.75101537,
Faroe Islands,FRO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.80260517,49.95457628,57.72880247,50.93124784,48.35781068,58.21115412,45.58649055,52.59231378,51.67823339,58.37745051,54.57837058,47.86112527,47.3353103,53.89084981,62.61855429,56.98406566,51.37314216,50.39223209,,,,,
"Micronesia, Fed. Sts.",FSM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,84.31924883,,,,,,,,,,,,73.28781683,83.66360125,88.14236135,82.50241807,78.2769186,72.61773605,76.49072979,71.73157203,76.02864164,78.18957192,75.8035639,77.24092152,76.19149241,85.9688058,86.91576348,82.123302,82.19035816,81.47112578,82.86392421,74.03154434,78.23146963,72.98082977,71.06329234,65.37673136,,
Gabon,GAB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.62720952,31.66281203,30.76839967,45.3936621,35.95148158,37.2972973,39.56952642,48.05390719,49.24551461,54.0508644,37.98881833,52.33111323,72.25788018,57.66602731,43.26069411,47.90224913,46.09929078,51.2605042,46.92136499,37.40304065,31.63017032,40.69556932,39.666919,43.54252109,40.20048837,57.28090636,54.70433528,45.21950723,41.79143678,41.19805316,30.85894113,33.27147925,33.79328923,34.54842303,38.25104682,35.74769716,33.00765586,37.23225371,48.568431,38.1189481,32.66975223,29.36338076,32.15018184,28.37317371,26.72838186,23.94092708,28.07759274,26.60387458,26.79916058,31.33284524,31.49417035,28.75400521,31.3924675,33.27763027,28.99943662,27.91777295,26.09803377,24.84198647,21.51236886,21.56090134,
United Kingdom,GBR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,20.97595232,20.53811568,20.74054295,24.77297567,31.65032285,27.1000593,29.12561862,28.95938249,26.68758579,27.00354493,24.4224677,23.14538767,23.71896789,24.78833663,27.5871744,26.77321437,25.43171407,25.28517211,25.19840433,26.04485109,24.9286571,22.72782516,23.39036332,24.92473055,25.81700194,25.2825932,25.98261771,25.05205899,24.78677685,25.31169132,26.93302886,27.23727247,26.68719411,26.05906762,26.26124133,27.37614537,29.15487792,27.21927242,29.14069856,27.97876403,30.27141686,31.60483533,31.14731408,31.22923458,29.89633527,29.03167412,30.05904848,31.57901342,32.00409084,32.71140572,
Georgia,GEO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84507042,46.57534247,45.13888889,45.33333333,31.25,66.28686327,71.75014789,109.1305109,42.3267831,32.37034509,42.14284177,37.10793493,38.09628133,39.66692923,38.86855859,42.39984979,46.17764856,47.91181051,51.27055564,56.65450801,57.57511563,58.03490451,48.64783721,49.94455035,52.85905482,55.42598789,53.88013192,56.84038041,57.90658612,56.02606318,57.51246271,61.19701162,62.87155939,
Ghana,GHA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,35.44303797,36.4516129,28.47011145,27.45454545,23.86731392,26.73942701,19.63109354,19.94680851,20.82352941,20.33983008,22.70916335,20.24,15.20426288,16.39531562,21.80257511,18.43649442,16.04351823,11.54707516,9.687410655,11.16150521,9.154765238,5.323162504,2.982036067,5.988980537,10.77058408,13.58935193,20.13559044,26.18552279,24.06211591,24.34325374,25.85028772,25.52480321,28.76764037,36.41520105,36.76251681,32.92664835,40.09276196,52.99154704,46.72819149,49.62676508,67.24617254,64.81283769,54.87299128,56.60810306,60.36700923,61.72229716,40.72932508,40.82923168,44.48476831,42.30287255,45.90109781,49.3588453,52.80881695,35.85783749,36.34946525,43.62759842,37.47699552,38.39020074,36.41382161,35.40140847,
Gibraltar,GIB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,28.07241816,30.70374995,31.07455541,29.78596813,33.44178322,30.58558407,26.07327938,28.08384516,25.86251046,24.52537391,24.34507264,22.85398222,26.9239715,26.03353031,28.95784597,30.018247,28.97042449,25.18539567,25.8162429,35.11107283,45.56199246,47.57008061,42.54378614,47.29956289,43.20536258,53.35243189,53.53693264,53.95582379,50.08345339,50.94585499,80.83369015,68.58127473,77.15639273,66.44607875,
"Gambia, The",GMB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,43.57732742,47.18984831,50.99335277,51.09171095,40.90885727,37.18131004,40.75574324,42.38109375,43.71549725,43.61459784,46.35488732,47.51711747,59.88797433,63.25521305,63.59847279,66.75703113,59.63816024,62.48225098,64.78919132,53.91661642,56.09831985,59.28690415,58.45328265,65.27742022,71.58267909,34.66402724,36.85037698,36.43790648,28.67646094,35.50114899,29.15572278,25.38529555,28.56538762,28.01593644,30.56114557,25.10846505,32.48556634,37.76500659,29.33951669,30.11543262,29.33975624,26.26088701,24.61389928,26.0312869,26.34470015,25.78029758,27.85899088,26.92687333,32.89281396,32.64536264,31.6509073,38.99079955,41.51098632,44.14329535,
Guinea-Bissau,GNB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,30.18866179,34.31195437,35.63015886,40.72648244,39.24842729,25.94671356,27.93533926,32.60217722,36.05310886,41.52645047,41.84189444,35.71855927,41.28519523,32.25372335,51.28141456,57.709533,31.83510513,38.95615094,51.16819428,46.18951631,37.03451335,37.79112279,50.11188577,32.71686422,34.30937124,35.14326329,31.83576744,39.88313465,35.8428445,42.81647089,33.1174935,26.82298343,23.35127899,24.59180791,26.38522046,25.16865041,27.60053188,33.9507886,32.7914364,35.22253799,35.22432161,30.94700051,25.6977795,25.82319957,31.38561405,32.23849284,31.30411011,33.0730443,32.45529449,33.51091696,
Equatorial Guinea,GNQ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.60708868,36.20713192,45.46249589,39.46365642,47.86986717,58.9097918,39.28203398,44.77043065,39.23996826,38.41591007,42.21958535,41.18790078,43.56515304,45.70227876,52.24744124,
Greece,GRC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.56990184,14.12113036,14.75848566,15.2725669,16.71815632,17.01907716,15.62064636,15.2281928,15.64925971,15.59885635,15.22701696,15.16233676,16.18775273,20.09285449,21.26120095,21.1813345,20.83001343,20.68135565,19.48386447,20.35843085,25.2617464,25.75087187,24.64242949,24.69940487,24.09752388,24.25417922,24.95752348,24.19428066,23.29865578,24.83810319,25.34971815,24.39314797,23.9437536,22.97813124,21.71751275,22.68259731,23.20927617,23.05196351,25.97169687,28.12151958,34.69729663,33.35122495,30.23614181,29.64547067,29.19032702,29.58863369,31.67622985,35.00410446,35.9681466,28.76165985,30.72689281,32.30920412,33.13377263,33.16571394,34.77641298,31.50189006,30.77678177,34.01015863,36.39046886,37.19698158,
